id,title,overview,vote_average,release_date
793387,Holy Night: Demon Hunters,"When a devil-worshipping criminal network plunges Seoul into chaos, the police turn to Holy Night—a trio of supernatural demon hunters—to restore order and defeat the rising evil.",6.469,2025-04-30
1001414,Fear Street: Prom Queen,"Who will be voted queen at Shadyside High's 1988 prom? For underdog Lori, competition is cutthroat even before someone starts killing off the candidates.",5.4,2025-05-23
369912,A Night of Horror Volume 1,"Whether you’re a fan of Sydney's iconic genre film festival A Night of Horror, or just a fan of the best and bloodiest in new horror cinema, you can’t afford to miss this fright-filled anthology. Zombies, demonic entities, self-surgery, cannibalism and more await in the dark corners of this terrifying offering from some of the most talented filmmakers working in the genre today.",5.167,2015-11-26
50260,Midnight Girls,"Midnight Girls is the story of two women, Blackie (Kitty Chan) and Ling (Ng Man-Ling), who are trying to make a living for themselves so that they can escape the hard-knock existence of Hong Kong’s slums.",4.8,1986-01-01
323872,Navagraham,Written & Directed by K. Balachander. Comedy Drama.,0.0,1970-09-03
1267,Meet the Robinsons,"Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",6.924,2007-03-23
10206,Buffy the Vampire Slayer,"Blonde, bouncy Buffy is your typical high school cheerleader. But all that changes when a strange man informs her she's been chosen by fate to kill vampires.",5.615,1992-07-24
1035547,Die blaue Mauritius,,0.0,1918-10-01
469047,We Owe It to Our Children,,0.0,1955-01-01
217102,Legend of the Crocodile,A giant crocodile wanders around a Thai village and devours its residents.,5.7,1980-01-01
422335,Panic in the Forest,People lost in a forest are murdered one-by-one.,4.4,1989-01-01
56428,Beyond Bedlam,An experiment gone awry places a neurologist and a homicide detective in a psychopath's nightmarish world.,4.6,1994-04-22
972614,Knox Goes Away,"A contract killer, after being diagnosed with a fast-moving form of dementia, is presented with the opportunity to redeem himself by saving the life of his estranged adult son. But to do so, he must race against the police closing in on him as well as the ticking clock of his own rapidly deteriorating mind.",7.0,2024-03-15
869,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",5.761,2001-07-25
8766,Hellraiser: Bloodline,Three generations of the same family deal with the consequences of unleashing the forces of hell.,5.284,1996-03-08
477562,Queen Louise,,0.0,1927-12-22
513502,The Strange Sound of Happiness,"After years adrift, Diego returns to his hometown in Sicily. His dream of becoming a musician did not come true. He doesn't have a job, he has no plans for the future and has just been given up by his girlfriend. Looking at the rusty skeletons of the ships in the Harbour, he is kidnapped by an hypnotic sound: an ancient musical instrument, the Jew's harp, seems to indicate a way. Thus begins a journey of redemption, from the torrid coasts of Sicily to the frozen plains of Yakutia in Siberia, where the Jew's harp is a spiritual instrument and national symbol.",0.0,2018-03-10
11216,Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",8.434,1988-11-17
16690,Return to Never Land,"In 1940, the world is besieged by World War II. Wendy, all grown up, has two children; including Jane, who does not believe Wendy's stories about Peter Pan.",6.473,2002-02-14
933825,Sweet Seventeen,"Seventeen-year-old girl Zhang Biyu is born to a well-off family but feels depressed. Biyu’s father is always busy off supporting the family’s economy. Biyu’s mother is addicted to playing mahjong. Both of Biyu’s parents don’t make time for her, Biyu’s brother is also too young, so Biyu has no one to talk to. At school, most of Biyu’s classmates have already have lovers, which makes Biyu feel lonely. Frustrated, Biyu starts having a crush on her teacher.",0.0,1954-01-01
45269,The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",7.735,2010-11-26
455476,Knights of the Zodiac,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",6.3,2023-04-27
365942,The Space Between Us,A young man raised by scientists on Mars returns to Earth to find his father.,7.1,2017-01-26
1240773,Beautiful Sex Expert Investigator,"In the early future, the government created a secret intelligence agency using psychics. Team 5 leader Lee-hwa is dispatched to an undercover office, not the headquarters, and is monitoring the hostile forces alone. One day, a new psychic, Seung-tae, comes to her undercover office, and she starts working undercover with him. However, the new recruit was sent by the director to monitor Lee-hwa and report her every move.",0.0,2024-01-26
8649,Bringing Out the Dead,"Once called ""Father Frank"" for his efforts to rescue lives, Frank Pierce sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.",6.6,1999-10-22
799739,Balandra Crossing,Kiko (Chiquito) and Tisoy (Redford White) are top notch government agents. An important break comes along when gang members paid Aling Kuala with fake money.,0.0,1987-05-28
1530385,Intinti Bhagavatham,"Intinti Bhagavatam is a 1988 Telugu film . Produced by Dasari Narayana Rao under the banner of Padma Prabhu Pictures, the film was directed by Dhavala Satyam . It stars Mohan Babu, Srividya and Tulasi in the lead roles and Saluri Vasurao composed the music.",0.0,1988-08-26
228066,Victor Frankenstein,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,5.947,2015-11-10
11046,Where Eagles Dare,"World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.",7.514,1968-12-04
452660,The Mysterious Airman,"An inventor adds new innovations to an air company's planes, prompting the owners of a rival company to set out to steal them. The stakes are sky-high as an airman and an aviatrix find themselves in constant peril, both on earth and above the clouds.",6.2,1928-06-01
1319665,The TRIP,"Four childhood friends, now in their 30s, take a weekend trip to a rural farmhouse in Pennsylvania. Expecting a relaxing weekend of excess, the group soon comes to find out the house has something else planned. It was fun... until it wasn't.",7.5,2024-07-26
16871,Drag Me to Hell,"After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.",6.452,2009-05-27
542178,The French Dispatch,"The staff of an American magazine based in France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",7.027,2021-10-21
6844,The Ten Commandments,"Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",7.769,1956-10-05
1645,A Time to Kill,"A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",7.383,1996-07-24
974635,Hit Man,A mild-mannered professor moonlighting as a fake hit man in police stings ignites a chain reaction of trouble when he falls for a potential client.,6.802,2024-05-16
894960,The False Part,"The story deals with moving picture life, much of the locale being around Universal City. Herbert Rawlinson, played by himself, is introduced in his dressing room and is shown later doing the usual day's work on the stage. During a visit to the studio a young lady becomes infatuated with him leading to complications and humor.",0.0,1916-06-20
194043,The Politician's Love Story,"A haughty politician, on seeing a satirical cartoon in a newspaper, rushes to the paper's offices to shoot the cartoonist. On discovering the cartoonist is a pretty woman, he falls instantly in love and wastes no time in trying to woo her.",4.3,1909-02-21
14769,Redemption: A Mile from Hell,"Can one act justify a lifetime of wickedness? Explore the darkest confines of the soul from Robert Conway's film, ""Redemption."" A genre busting Western where there is no law, no good guys; only the bad and worse. Frank Harden is no stranger to the unlawful west, he is a killer. However, because of a tragic event he must battle his own worst enemy, himself.",2.8,2009-01-01
277961,Vilkkanundu Swapnangal,"Rajgopal decides to go to Dubai as an illegal immigrant hoping to find a secure job. There, he makes friends with others who are in a similar position.",5.8,1980-04-23
27581,The Other Guys,"Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.",6.314,2010-08-06
373320,Budget Padmanabhan,"Padmanabhan has earned the nickname Budget as he is a miser. However, he struggles to save his father's house from money lenders as his wife is a spendthrift and never lets him save enough.",5.625,2000-09-08
261827,Kudumbam Oru Koyil,,0.0,1987-01-25
227433,Hong-Do Mirror,"Three goofy, unsuccessful thieves wander around robbing graves, eating dogs, getting attacked by hands that burst from the ground, and acting unconscionably stupid. They come to an old inn and find out that a vampire has been preying on virginal young girls in the area. Two of the thieves and the innkeeper are killed, so the remaining thief tries to protect the innkeeper's beautiful daughter and avenge his friends.",4.0,1985-07-11
410897,Family Day,Struggling to support a wife a son and his sick mother a kind-hearted man is forced to work the streets as a pickpocket.,7.0,1990-09-20
760741,Beast,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",6.564,2022-08-11
1180415,Phra Rot-Meri,Thai horror film.,0.0,1965-12-17
387475,Unfinished Melody,"A sensitive love triangle helmed by one of Shaw era's top directors, Chin Chien. A psychiatrist taking a room at an old friend's apartment soon discovers an insane woman living in a neighboring flat. As the doctor gradually heals the woman he also falls in love with her. The problem arises the friend's daughter confesses her love to him as well. Misunderstanding and mistaken passions soon lead to broken hearts and an emotional confrontation to the love triangle.",0.0,1969-03-13
358313,Nakshathrakkannulla Rajakumaran Avanundoru Rajakumari,Aswathy and Ananthu are in love with each other but face a lot of obstacles owing to their rival families that oppose their relationship.,3.5,2002-09-13
1355139,"La Tahzan: Cinta, Dosa, Luka...","Alina, who has a harmonious and loving family, never expected that the arrival of a new nanny in her home would become a significant threat. Now, Alina is faced with the choice to let go or fight to protect the unity of her family.",6.6,2025-08-14
682156,Claude Duval,A Frenchman turns highwayman after a duchess's cousin frames him for killing a title blackmailer.,0.0,1924-04-01
81495,Look Out!,"Hard, harder, hardest! This film orders you from the start to turn up the volume and pay attention. ""Look out! We're Coming to Get You!"" is a flood of images driven by a tempest of guitars. The film's creators jam 20 years of German music history into 120 minutes of film. Musicians from BLIND PASSENGERS, DIE SKEPTIKER, SANDOW and other bands explode their way through the film.  Fans of the DEFA documentary ""Flüstern und Schreien"" (""Whisper and Shout"") already know the stars of that film, Aljoscha, Paul and Flake of the band Feeling B. Here they have a chance to see how these musicians survived the period after the fall of the Berlin Wall and the ""escalation of possibilities"" that came with it. And you're allowed to laugh, too!",4.8,2003-11-29
1084812,Aavesham,Three college freshmen in Bangalore befriend an eccentric gangster to get revenge on their senior bullies.,7.456,2024-04-11
80530,Magic Beyond Words: The J.K. Rowling Story,"A look at J.K. Rowling from her humble beginnings as an imaginative young girl and awkward teenager, to the loss of her mother and the genesis of the Harry Potter book series.",6.878,2011-07-18
747422,Aasheervaadam,"Aasheervaadam is a 1977 Indian Malayalam-language film, directed by I. V. Sasi and produced by Thayyil Kunjikandan. The film stars Kamal Haasan, Sridevi, Sheela, K. P. Ummer and Bahadoor in the lead roles. The film has musical score by M. K. Arjunan.",0.0,1977-02-10
1148359,Heritage,"On the festival of Gudipadwa, a man helps out his grandparents decorate their home for celebration. The grandfather and grandson talk in favour of traditions and modernized times respectively, after their debate to prove how different they are from each other, they finally find an intersection they love.",0.0,2023-03-21
664160,Stolen Kiss,"A woman's pride and desperate desire to maintain her family name drives her into making her son, a deviant in the society. Her season of affluence is threatened as her husband passes on.",0.0,2009-11-03
9462,The Way of the Dragon,"Tang Lung arrives in Rome to help his cousins in the restaurant business. They are being pressured to sell their property to the syndicate, who will stop at nothing to get what they want. When Tang arrives he poses a new threat to the syndicate, and they are unable to defeat him. The syndicate boss hires the best Japanese and European martial artists to fight Tang, but he easily finishes them off.",7.367,1972-12-30
2616,Uncle Buck,"Buck Russell, a lovable but slovenly bachelor, suddenly becomes the temporary caretaker of his nephew and nieces after a family emergency. His freewheeling attitude soon causes tension with his older niece Tia, loyal girlfriend Chanice and just about everyone else who crosses his path.",6.785,1989-08-16
17911,Mega Shark vs. Giant Octopus,The California coast is terrorized by two enormous prehistoric sea creatures as they battle each other for supremacy of the sea.,3.8,2009-05-19
2502,The Bourne Supremacy,"A CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",7.324,2004-07-23
146216,RED 2,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,6.528,2013-07-18
1148441,SHINE 23,"SHINE Wrestling presents  SHINE 23,  Ybor City, FL,  12/05/2014. Live Event Hostess Heather Lynn. Matches include: • SHINE Championship Match  Mia Yim defends vs. Nevaeh w/ So Cal Val & B.T.Y.  • Santana vs. Amber O’Neal  • SHINE Tag Team Championship Match  Legendary (Malia Hosaka & Brandi Wine) w/ Leilani Kai defend vs. The Kimber Bombs (Kimber Lee & Cherry Bomb)  • Taylor Made w/ April Hunter vs. La Rosa Negra  • Leah Von Dutch vs. Thunderkitty w/ Leilani Kai  • Leva vs. Vanessa Kraven  • The Buddy System (Heidi Lovelace & Solo Darling) w/ Daffney vs. B.T.Y. (Jayme Jameson & Marti Belle) w/ So Cal Val  • Allysin Kay w/ April Hunter vs. Crazy Mary Dobson  • Amber O’Neal vs. Luscious Latasha  • Ivelisse vs. Amanda Rodriguez  • SHINE Championship Match  Ivelisse defends vs. Mia Yim.",0.0,2014-12-05
195631,Hooligan Assists the Magician,"This is a new adventure in which our friend, Mr. Hooligan, appears in an entirely new capacity. On a stage a professor of magic is performing some wonderful experiments, and when he requests some assistance Happy Hooligan immediately volunteers his services and climbs upon the platform.",4.3,1900-11-01
1151681,Wahida,"A lonely schoolteacher in Alexandria, she has a hearing impairment and wears a hearing aid asking to be assigned to Cairo, where no one knows her illness. She got to know Magdy and loved him, and had to tell him her secret, who showed no interest in her hearing impairment. He proposed to her, but his mother objected, fearing that her grandchildren would inherit their mother’s illness.",0.0,1961-09-28
1506658,Wandering Souls,"During the Palestine War, a young journalist travels as a correspondent for his newspaper with news from the battlefield, but he is attacked and his car catches fire. His face is disfigured, and his fiancée and everyone else are estranged from him until a nurse falls in love with him The hospital.",0.0,1949-05-19
1358564,The Inn Between,"At once emotionally devastating and deeply heartwarming, Ondi Timoner’s latest documentary follows the day to day lives of the residents at a hospice care center for the unhoused located in Salt Lake City. Crafted with immense compassion, The Inn Between forces us to identify with its subjects, exposing how close any of us really are to the rough living circumstances that thousands of Americans find themselves in.The Inn Between is the only end of life facility for the homeless in America, where miracles happen - as the once-unsheltered are treated with the humanity and community we all deserve.",0.0,2024-10-18
1523561,The Ladder Jinx,,0.0,1922-08-20
776503,CODA,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",7.909,2021-08-13
505924,Kanni Raasi,"The film is about the protagonist's aversion to a love marriage, that is not shared by the heroine, his neighbour.",0.0,2020-12-04
725802,ela khamsa,(Adel) The lawyer knows that there is a treasure buried in the wall of an old villa through a map he saw in the Robabikia. From comical situations.,0.0,1963-07-16
1381674,Iravinil Aatam Par,School Students Are Drugged And Sexually Harressed. They Take It As A Video And Extort Money . A Hero Who Lost His Wife And Daughters. The Intresting Story Line Is How He Becomes A Police Inspector And Brings Down The MOB. The Story Is On Action Crime Thriller Genre,0.0,2024-11-08
281026,Sami Potta Mudichu,"Sami Potta Mudichu is a 1991 Tamil film directed by R. Sundarrajan. The film stars Murali, Sindhu, R. Sundarrajan and Disco Shanti in lead roles.",0.0,1991-01-10
9399,Lionheart,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights.",6.576,1990-06-07
609,Poltergeist,"Upon realizing that something truly evil haunts his home, Steve Freeling calls in a team of parapsychologists to help before it's too late.",7.152,1982-06-04
1280444,The Occupant,"Desperate to save her sister, Abby takes a dangerous job in the remote Georgian wilderness. Stranded in the mountains after her helicopter crashes, she finds hope through John, a mysterious helper radioing from nearby. As he guides her through the harsh conditions, Abby struggles to survive, and her grip on reality falters until she is faced with an impossible choice.",5.914,2025-08-07
856007,Natchathiram Nagargiradhu,"Love and politics collide when modern day individuals working as theatre artists in fall in love while making a play about love. They realize that it's the social structure that determines their values and thoughts, and for their love to succeed, they have to go against it.",6.9,2022-08-31
399402,Hunter Killer,"Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",6.892,2018-10-19
549835,This Way Out,A rival courtships in a variety of absurd situations.,0.0,1923-05-27
401319,Psycho Killer,"Female detective is on the trail of a serial killer raping and murdering busty women, whose victims include the policewoman's sidekick. Along the way, she seeks help from another cunning serial killer called Lam, already in jail. In exchange for Lam's psychological insight into the case, she may have to pay the ultimate price.",4.0,1993-06-09
1045341,Before We Say Goodbye,"Andrea (Riccardo Maria Manera) is a young man who lives with the surprises and hardships of life. He lives with his best friend, seeks to complete his studies and has an ex-girlfriend who plays with him like cat and mouse. When he discovers that he has an incurable disease, the world collapses on him. Can an illness change a person's life... for the better? Thanks to Giulia (Jenny De Nucci), Andrea will understand that the time has come to assume what remains of her own existence.",5.2,2022-09-02
8204,The Spiderwick Chronicles,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",6.664,2008-02-14
422372,The Haunted Pot,Ghost story from Hong Kong directed by Ng Wui.,0.0,1956-08-17
267860,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",6.22,2016-03-02
587168,The Deprivation,"Fadel raises his daughter Mona alone after her mother leaves them for work. One day Mona accompanies him to his job, but causes an accident. Feeling guilty, she runs away, prompting her father to search for her.",0.0,1953-10-26
323951,Arangetram,"Lalitha is the eldest daughter of a pious and conservative Brahmin family. She has eight siblings and poverty rules reign. She decides to take up the family mantle and goes to work. Due to family needs and ill fate, she ends up as a prostitute but manages to settle all her brothers and sisters. Her family ditches her when they come to know about her dark side. Thangavelu, a man who was once rejected by her marries her. She loses her sanity in the end.",4.5,1973-02-02
629110,Aqwa Min Al-Ayam,"Haniyeh exchanges love with Ismail, and refuses Morsi, who wants to marry her. Morsi rapes Haniyeh and is forced to agree to marry him and live with him a miserable life. Haniyeh's father dies and demands a divorce from Morsi, but he refuses. Ismail knows the truth, clashes with Morsi and kills him. Ismail is sentenced to prison.",8.0,1979-02-26
437897,The Mad Monk Strikes Again,"A series of madcap adventures between two deities, who must put down their differences and work together to help the people in need.",0.0,1978-03-23
1255,The Host,"A teenage girl is captured by a giant mutated squid-like creature that appears from Seoul's Han River after toxic waste was dumped in it, prompting her family into a frantic search for her.",6.978,2006-07-27
332562,A Star Is Born,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",7.497,2018-10-03
40339,Private House of the SS,"Top Nazi officials, intent on rooting out traitors and those in the military who may be plotting to overthrow Adolf Hitler, recruit and train a group of beautiful prostitutes whose mission is to use any means necessary to uncover plots against the Fuhrer.",5.356,1977-01-20
2116,Out of Time,"Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.",6.345,2003-10-03
69556,Raam,Ram is falsely charged for killing his mother. His neigbours are also called for interrogation. Everyone's effort leads to tracking down the real killer.,7.7,2005-03-04
288986,The Erotic Twin,"A psychiatrist named Tony sees two identical twin sisters, Norma and Mary. Norma and Mary are apparently very different from each other, to the point of conflict.",2.7,1980-08-05
140426,Chandan Ka Palna,"Ajit lives with his mother, and comes from a very wealthy family. He meets with beautiful Shobha and both fall in love with each other. Ajit's mom is delighted and agrees to meet with Harikishan Rai, Shobha's father, to finalize their marriage. The marriage takes place with great pomp and ceremony. A few years later, Ajit notices a change in Shobha's behavior.  She changes her lifestyle, adopts a more liberal outlook, takes to drinking alcohol, and has an hair-cut. Ajit and his mom are perplexed and appalled at this change, and want to find out, but Shobha refuses to tell them anything. One day, Shobha and Ajit's mom have an argument, and Shobha angrily lifts up her hand to slap her, only to be stopped by Ajit, who asks Shobha to leave immediately. Shobha leaves and returns to her father's house, leaving Ajit and his mother behind wondering what had changed Shobha so much, and whether to get Ajit married a second time or not.",10.0,1967-09-17
206647,Spectre,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",6.562,2015-10-26
663111,Sardar Papa Rayudu,Paparayudu gets jailed for a murder that he didn't commit. So he tries to prove his innocence and he gets rid of all his enemies too.,0.0,1980-10-30
13059,The Signal,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.",5.884,2007-07-13
423204,Angel Has Fallen,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",6.592,2019-08-21
872863,Kabadi Kabadi,,0.0,2001-09-28
623772,The Fighting Breed,"A wealthy young Australian, the last of the ""Fighting O'Farrells,"" decides to secretly work at his own farm in order to prove himself.",0.0,1921-09-01
402373,The Father,,7.0,1975-01-01
12207,The Legend of Drunken Master,"Returning home with his father after a shopping expedition, Wong Fei-Hong is unwittingly caught up in the battle between foreigners who wish to export ancient Chinese artifacts and loyalists who don't want the pieces to leave the country. Fei-Hong must fight against the foreigners using his Drunken Boxing style, and overcome his father's antagonism as well.",7.424,1994-02-03
194002,Faithful,"Adonese is returning home from seeing the woman he is courting, and he is driving around a corner when his car accidentally brushes against the tramp 'Faithful' and knocks him over. Feeling sorry for him, Adonese helps him up and buys him a new suit of clothes. The naively innocent Faithful reads too much into this gesture, and he begins to follow his benefactor everywhere, expecting to receive future gifts.",4.5,1910-03-20
834140,Koza Nostra. Mom's Coming,"Vlada Koza sells her house in the Carpathians and flies to sunny Sicily to live with her daughter and help take care of her grandson. But no one expected her mother to arrive. After a quarrel with her daughter, Vlada accidentally finds herself at the villa of the once powerful Italian mafioso Don Fredo, now a widower who is experiencing deep crises - personal, family and financial. Vlada gets a job as a cleaner, but becomes the salvation of this house.",6.1,2022-05-05
955916,Lift,"An international heist crew, led by Cyrus Whitaker, race to lift $500 million in gold from a passenger plane at 40,000 feet.",6.444,2024-01-10
1064372,DEVOtional: A Decade Of Devotion,A documentation of the history of DEVOtional: The world's largest annual gathering of DEVOtees!,0.0,2010-08-27
316727,The Purge: Election Year,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",6.383,2016-06-29
118227,The Alien Within,"Crew of an undersea mining platform falls prey to mysterious and dangerous parasite. The parasite has the ability to affect people's minds, so survivors can't be certain who is safe and who is infected.",2.75,1995-07-18
268877,One Day Less,"Carmen (84) and Emeterio (97) are an elderly couple living out their last years in their house in Acapulco, the same house they built with their own hands. Time seems to have stopped for them; there is no day more special or less special than the one preceding it. All there is left to do is wait. Carmen and Eme survive together as they await the next visit of their family.",5.8,2009-10-04
108962,The Magnificent Swordsman,"Lone swordsman Jiang Dan-Feng (Wong Chung-Shun) is ambushed by a pair of bandits and quickly despatches them.  One of them, as he is dying, asks Jiang to take his personal effects to his sister.  This being a Wuxia film, our hero is bound by a strict code of honour, and he agrees.  The bandit’s sister, Xiu Xiu (Shu Pei-Pei), is surprisingly forgiving and tells him that he got mixed up in a bad crowd of robbers before he died.  As it happens, these self-same bandits are threatening to tear up the village at any moment, and Jiang prepares to defend it despite being despised by the town folk for killing Xiu Xiu’s brother.",5.5,1968-05-01
4442,The Brothers Grimm,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",5.842,2005-08-26
602307,LEGO DC Batman: Family Matters,"Suspicion is on high after Batman, Batgirl, Robin and other DC superheroes receive mysterious invitations. However, family values must remain strong when Batman and his team encounter the villainous Red Hood, who is obsessed with destroying the Bat-family and all of Gotham City.",6.7,2019-07-21
456740,Hellboy,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",5.577,2019-04-10
1179464,Steel Wool Glass,Thai horror film.,0.0,1971-12-29
400834,Saigal Padukayanu,"The movie revolves around Chandra Babu, who has a great passion for music which he has inherited from his father.",2.0,2015-10-02
85350,Boyhood,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",7.493,2014-06-05
697271,Muddula Menalludu,"The film shows a strong rivalry between two families passing from generations. At present, Madhava Rao (Nassar) and Raja (Nandumuri Balakrishna) are their heirs who live in the same premises constructing walls in between.",0.0,1990-07-07
190873,Ek Nazar,"One Glance.  Romance between a poet, son of the public prosecutor, and a nautch girl accused of murdering her mother.",4.3,1972-07-28
751068,Qesset Gharam,"Jalal lives with Hoda's father and the two children become attached, but fate does not give them time to grow up. Hoda's father, Esmat, dies, leaving them under the control of an evil, unjust man, Shaheen, who seizes Hoda's wealth and they live a harsh life with him until they grow up and decide to escape, but Shaheen chases them with one of his men and Jalal is shot, but he advises Hoda to escape.",0.0,1945-12-31
647149,Al-Jasad,"A weak father and an authoritarian mother teaches her young daughter to dance, and dreams of being rich by her daughter after working in a nightclub. She was identified by the wealthy (Amin), the manager of her father's company, Shehata Effendi, and became his mistress. From the company, when the people of the neighborhood saw him went to her mother and stabbed her intended to kill her, but she survived death, and became blind, and entered the prison. The daughter identified the lawyer (Hussein) and loved him, and severed her relationship with (Amin), and on the day of her marriage discovered that he was the son of (Amin), and returned to dance and play and alcohol until she got asthma, and then hit a car, broke her foot, sustained permanent disability, and lost her savings, She returned to the neighborhood with her blind mother, and her father came out of the prison and reunion, and then Han (Hussein), he came to marry her, but the fate was closer to him.",0.0,1955-07-25
320487,Kaantha Valayam,The film explores the powerful magnetic attraction between the heroine Mary Hans and a Mysterious Stranger.,0.0,1980-01-01
484133,Nude,NUDE explores perceptions of nudity in art by chronicling the creative process of photographer David Bellemere as he's commissioned by NU Muses founder Steve Shaw to shoot a fine art calendar of nude photographs.,9.4,2017-10-29
277217,Descendants,"A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay).",7.1,2015-07-31
936245,Hidden Face,"Su-yeon, a cellist in an orchestra led by her fiancé and conductor Sung-jin, disappears one day, leaving behind only a video recording. Sung-jin is devastated over the loss of Su-yeon, but feels a strong attraction to Mi-ju, a cellist who fills in for his fiancée. Then one rainy night, Sung-jin and Mi-ju get swept away by their mutual desires for each other and commit an unforgivable act at Su-yeon’s house. Meanwhile, Su-yeon, who is thought to have gone missing, remains trapped in a secret room inside her house, and watches the naked truth unravel before her.",4.5,2024-11-20
